,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_1kg
105,8001620013052,Sitruunatee,500 ml,,san-benedetto,"Beverages and beverages preparations,Beverages,Carbonated drinks,Sodas,Tea-based beverages,Iced teas,Lemon flavored iced teas",,,"Finland,France",e,Beverages,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",,not-applicable,Lemon flavored iced teas,0.55
106,8003325000603,,750ml,,Chiarli,"Beverages and beverages preparations,Beverages,Alcoholic beverages,Wines",,,"Finland,Germany",not-applicable,Alcoholic beverages,Alcoholic beverages,Alcoholic beverages,,unknown,Wines,0.65
107,8425644004122,Bimi parsakaali,200 g,,Bimi,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetables,Broccoli",,,"Finland,Spain",a,Fruits and vegetables,Vegetables,"Fruits and vegetables,Vegetables",,,Broccoli,1.55
108,8435185953711,Dr. Pepper Zero,330ml,,Dr-pepper,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas",,,"Finland,France",c,Beverages,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",,not-applicable,Diet sodas,0.55
109,8691707059037,Cake Bite Cherry,"7 kpl, 182 g",,Luppo,"Snacks,Sweet snacks,Biscuits and cakes,Confectioneries,Cakes",,,"Finland,Germany",e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,unknown,Cakes,2.95
110,8717677336630,Tony,180 g,,Tony-s-chocolonely,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Bars-covered-with-chocolate,Chocolate-almond-honey",,,"Finland,Italy",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,unknown,Chocolate-almond-honey,2.5
111,8717703638578,Glasnudeln,250g,,longkou,"Plant-based foods and beverages,Plant-based foods,Pastas,Noodles,Cellophane noodles",,,"Belgium,Croatia,Czech Republic,Denmark,Finland,France,Germany,Italy,Netherlands,Poland,Spain,Sweden",a,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",,unknown,Cellophane noodles,2.65
112,8720301108718,soba Noodles,300g,,ayuko,"Plant-based foods and beverages,Plant-based foods,Pastas,Noodles,Soba",,,"Croatia,Czech Republic,Denmark,Finland,France,Germany,Italy,Netherlands,Poland,Spain,Sweden",c,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",,unknown,Soba,2.65
113,8801043061308,Shrimp flavoured chips,75 g,,Nongshim,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps",,,"Finland,Guadeloupe",d,Salty snacks,Appetizers,"Salty snacks,Appetizers",,,Crisps,2.1
114,8801392051210,Seaweed snack sea salt,4g,,Bibigo,"Plant-based foods and beverages,Plant-based foods,Seafood,Snacks,Salty snacks,Seaweeds and their products,Seaweed products",,,"Finland,South Korea",e,Fish Meat Eggs,Fish and seafood,"Fish‚ Meat‚ Eggs,Fish and seafood",,,Seaweed products,8.45
115,8852023008936,Sriracha Chilli Sauce Flavour Coated Green Peas,180 g,,,"Condiments,Sauces,Hot sauces,Sriracha sauces,Groceries",,,"Finland,United Arab Emirates",d,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",,,Groceries,4.607
116,643435040823,Chocolat noir pâtissier,,,Nestlé,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",,,"Finland,France",unknown,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",15.0,e,Dark chocolates,2.95
117,643435898646,Nestle dessert noir corse,,,Nestlé,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",,,"Finland,France",unknown,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",15.0,e,Dark chocolates,2.95
118,20040895,Parboiled long grain rice,1590g,,Lidl-golden-sun,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Long grain rices",,,"Finland,Germany",b,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",12.0,f,Long grain rices,2.65
119,20134747,Kuivatulla tomaatilla maustettu kerma-tuorejuustolevite 19%,200 g,,milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Spreads,Salted spreads,Cheese spreads",,,"Finland,France",d,Salty snacks,Salty and fatty products,"Salty snacks,Salty and fatty products",38.0,d,Cheese spreads,2.1
120,20134778,Valkosipulilla maustettu kerma-tuorejuustolevite 19%,200 g,,milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Spreads,Salted spreads,Cheese spreads",,,"Finland,Germany",d,Salty snacks,Salty and fatty products,"Salty snacks,Salty and fatty products",38.0,d,Cheese spreads,2.1
121,20134792,Tuorejuusto ruohosipuli,200 g,,milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Spreads,Salted spreads,Cheese spreads",,,"Finland,Germany",d,Salty snacks,Salty and fatty products,"Salty snacks,Salty and fatty products",37.0,d,Cheese spreads,2.1
122,20251031,Ketchup,1000g,,"Kania,Lidl","Condiments,Sauces,Tomato sauces,Ketchup",,,"Croatia,Finland,Serbia",e,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",81.0,a,Ketchup,4.607
123,20305536,Coleslaw,500 g,,Lidl,"Snacks,Salty snacks,Appetizers,Meals,Coleslaw",,,"Finland,France",c,Composite foods,One-dish meals,"Composite foods,One-dish meals",83.0,a,Coleslaw,2.95
124,20431938,Hummus classic,200g,,Chef-select,"Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus,Classic hummus",,,"Belgium,Finland,France",c,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",81.0,a,Classic hummus,4.607
125,4000281165500,Eukalyptus Menthol Original Bonbons,,,Candymex,"Snacks,Sweet snacks,Confectioneries,Candies",,,"Finland,France,New Caledonia",e,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Candies,2.95
126,4001724047551,Ristorante Piccolissima Tre Formaggi,216g,,Dr. Oetker,"Meals,Pizzas pies and quiches,Pizzas,Vegetarian pizzas,Cheese pizzas",,,"Czech Republic,Finland,France,Germany,Norway,Romania,Slovakia,Sweden",d,Composite foods,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",71.0,b,Cheese pizzas,2.95
127,4056489109594,Ranskankerma 30%,100 gram,,milbona,"Dairies,Creams",,,"Belgium,Finland,Netherlands",d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",70.0,b,Creams,1.05
128,4056489268307,9 mini doughnuts with sugar and cinnamon,"9x18g, 162 g",,Lidl,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts",,,"Finland,Germany,United States",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",65.0,b,Doughnuts,2.5
129,4056489367611,Coconut milk,200ml,,Freshona,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Plant-based creams,Plant-based creams for cooking,Coconut-based creams for cooking,Coconut milks and creams",,,"Belgium,Finland,Germany,Switzerland,United Kingdom",e,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",63.0,b,Coconut milks and creams,0.9
130,4056489927129,Mozzarella grated,250 g,,milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Stretched-curd cheeses,Mozzarella,A",,,"Bulgaria,Finland,Romania",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",55.0,c,A,12.05
131,5000169049112,Porridge Oats,1kg,,Essentials-waitrose-partners,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Porridge,Rolled oats,Plain porridge",,,"Finland,United Kingdom",a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",62.0,b,Plain porridge,2.65
132,5011476103053,Nesquik Frokostblanding 375g Nestle,375 g,,nestle-norge,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Extruded cereals,Chocolate cereal balls",,,"Denmark,Finland,Sweden",c,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",25.0,e,Chocolate cereal balls,2.65
133,5050083701344,Special K - Red Berries,,,Kellogg's,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals",,,"Austria,Denmark,Finland,France,Germany,Norway,Sweden,Switzerland",c,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",25.0,e,Breakfast cereals,2.65
134,5200387000852,Extra Virgin Olive Oil,,,,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Extra-virgin olive oils,Virgin olive oils",,,"Finland,France",b,Fat and sauces,Fats,"Fats and sauces,Fats",27.0,e,Virgin olive oils,6.05
135,5701029160823,F-musli Guld,750 g,,axa,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",,,"Denmark,Finland,France",d,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",62.0,b,Mueslis with fruits,2.65
136,5701073028940,Vitalis crunchy mysli,,,Dr. Oetker,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",,,"Finland,France",a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",62.0,b,Mueslis,2.65
137,5774540689906,Salt pastiller,310g,,Toms,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Candies,Gummi candies",,,"Finland,France,Spain",d,Sugary snacks,Sweets,"Sugary snacks,Sweets",69.0,b,Gummi candies,2.95
138,6408430021024,Valiojogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,"Finland,France",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Yogurts,1.05
139,6408430039432,Valio Oltermanni Juusto,1 kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Cheeses",,,"Finland,France",c,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",35.0,d,Cheeses,12.05
140,6410381094002,Crispy gold seasalt,,,Taffel,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps",,,"Finland,France",d,Salty snacks,Appetizers,"Salty snacks,Appetizers",68.0,b,Potato crisps,2.1
141,6410405085757,Piparkakku,350g,,Pirkka,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",,,"Finland,France",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",50.0,c,Biscuits,2.5
142,6410405133205,Valkosuklaacookie,8 kpl/150g,,Pirkka,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Drop cookies,Chocolate chip cookies,Cookies with milk chocolate",,,"Finland,France",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",47.0,c,Cookies with milk chocolate,2.5
143,6410405136879,Velhon vihellys,200g,,Pirkka,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Candies,Liquorice candies",,,"Finland,France,Germany",unknown,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Liquorice candies,2.95
144,6410405139375,Pitkäjyväinen Riisi,2kg,,K-menu,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Long grain rices",,,"Finland,France",b,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",12.0,f,Long grain rices,2.65
145,6410405172853,Ekstra-neitsytoliiviöljy Tryffeli,250ml,,Pirkka,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Flavoured olive oils,Extra-virgin olive oils,Truffle flavoured olive oils,Virgin olive oils",,,"Finland,Spain",b,Fat and sauces,Fats,"Fats and sauces,Fats",27.0,e,Virgin olive oils,6.05
146,6410405173942,Macaron,72g,,Pirkka,"Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pastries,Macarons",,,"Finland,France",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",31.0,d,Macarons,2.5
147,6410405203328,Guacamole,20g,,Pirkka,"Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Sauces,Dips,Guacamoles,Groceries",,,"Finland,France",e,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",54.0,c,Groceries,4.607
148,6410405206572,Annospikapuuro kaura-omena-kaneli,6 x 35 g,,Pirkka,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Porridge",,,"Finland,Germany",a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",25.0,e,Porridge,2.65
149,6410405208255,Sekamehujuoma,1l,,Pirkka,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices",,,"Finland,France",e,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",21.0,e,Fruit juices,0.55
150,6410405243508,Pitkäjyväinen Riisi,1 kg,,K-menu,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Cereals and potatoes,Seeds,Vegetables based foods,Cereals and their products,Vegetables,Cereal grains,Rices,Long grain rices,Vegetables from Spain,Rice",,,"Finland,Germany",b,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",27.0,e,Rice,2.65
151,6410701676680,Sinappi,1kg,,eldorado,"Condiments,Sauces,Mustards,Groceries",,,"Finland,France",d,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",55.0,c,Groceries,4.607
152,6411401016073,Milk Chocolate,,,Fazer,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates",,,"Finland,France",e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",19.0,e,Milk chocolates,2.95
153,6411401037016,Raemix,,,Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Candies,Gummi candies",,,"Finland,France",e,Sugary snacks,Sweets,"Sugary snacks,Sweets",69.0,b,Gummi candies,2.95
154,6411401037696,Super Salmiakki,80 g,,Fazer,"Snacks,Sweet snacks,Confectioneries,Candies",,,"Finland,France",d,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Candies,2.95
155,6411401037870,Tutti fruitti yoghure splash,,,Fazer,"Snacks,Sweet snacks,Confectioneries,Candies",,,"Finland,France",d,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Candies,2.95
156,6411401083709,Carneval,200g,,Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",,,"Finland,France",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",40.0,d,Biscuits,2.5
157,6411401085291,Muro,195g,,Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",,,"Finland,France",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",40.0,d,Biscuits,2.5
158,6411600954510,Turun Sinappia Mieto Tuubi,275g,,Turun-sinappia,"Condiments,Sauces,Mustards,Groceries",,,"Finland,France,Germany",e,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",55.0,c,Groceries,4.607
159,6412000016341,Puolukka,500g,,Saarioinen,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Berries,Lingonberries",,,"Finland,France",c,Fruits and vegetables,Fruits,"Fruits and vegetables,Fruits",54.0,c,Lingonberries,1.0
160,6412000016693,Lakkahillo,,,dronningholm,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Breakfasts,Spreads,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Cloudberries jams",,,"Finland,France",d,Sugary snacks,Sweets,"Sugary snacks,Sweets",60.0,b,Cloudberries jams,2.95
161,6412500072267,Täytelakupala,,,panda,"Snacks,Sweet snacks,Confectioneries,Candies",,,"Finland,France",c,Sugary snacks,Sweets,"Sugary snacks,Sweets",32.0,d,Candies,2.95
162,6412500076104,Panda Soft & Fresh Licorice Original 550G,550g,,panda,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Candies,Liquorice candies",,,"Finland,France",e,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Liquorice candies,2.95
163,6413466101503,Reissumies Tosi Tumma,560g (8 kpl),,Oululainen,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rye breads",,,"Finland,France",b,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",77.0,a,Rye breads,2.5
164,6413600164227,Lapin Kulta Premium,,,"hartwall,lapin-kulta","Beverages,Alcoholic beverages,Beers",,,"Finland,France",not-applicable,Alcoholic beverages,Alcoholic beverages,Alcoholic beverages,37.0,d,Beers,0.65
165,6415712001797,Müsli crunchy,,,Rainbow,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",,,"Finland,France",d,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",62.0,b,Mueslis with fruits,2.65
166,6415719496602,Tomaattisose,1pcs,,Rainbow,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Sauces,Tomatoes and their products,Tomato sauces,Tomato purées,Groceries",,,"Finland,Germany",c,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",77.0,a,Groceries,4.607
167,6416453015371,Salty Liquorice Candy in Milk Chocolate,,,Fazer,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Chocolates,Milk chocolates",,,"Finland,France",e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",19.0,e,Milk chocolates,2.95
168,6416453035133,Karl Fazer Berry Pearls,,,"fazer,karl-fazer","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Chocolates,Milk chocolates",,,"Finland,France",e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",19.0,e,Milk chocolates,2.95
169,6416453061361,Lakritsi Original,20 g,,Fazer,"Snacks,Sweet snacks,Confectioneries,Candies,Liquorice candies",,,"Czech Republic,Finland,France",d,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Liquorice candies,2.95
170,6416453061392,Lakritsi Salmiak,20g,,Fazer,"Snacks,Sweet snacks,Confectioneries,Candies,Liquorice candies",,,"Finland,France",d,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Liquorice candies,2.95
171,6416453554474,Geisha Suklaakuorrutettu Keksi,100g (12 kpl),,Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",,,"Finland,France",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",27.0,e,Chocolate biscuits,2.5
172,6416453554740,Chocolate creams,100g (12),,Fazer,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",,,"Finland,France",e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",27.0,e,Chocolate biscuits,2.5
173,6417200023595,Licorice of old viipuri,300g,,Kouvolan-lakritsi,"Snacks,Sweet snacks,Confectioneries,Candies,Liquorice candies",,,"Finland,France",d,Sugary snacks,Sweets,"Sugary snacks,Sweets",42.0,d,Liquorice candies,2.95
